
Moana,Musical,(I) (2016)
The Greatest Showman,Musical,(2017)
The Lion King,Musical,(1994)
Beauty and the Beast,Musical,(I) (2017)
The Little Mermaid,Musical,(III)
La La Land,Musical,(2016)
West Side Story,Musical,(2021)
Mamma Mia!,Musical,(2008)
The Lion King,Musical,(2019)
Mamma Mia! Here We Go Again,Musical,(2018)
Rocketman,Musical,(I) (2019)
Labyrinth,Musical,(1986)
Aladdin,Musical,(2019)
The Blues Brothers,Musical,(1980)
Charlie and the Chocolate Factory,Musical,(2005)
Frozen,Musical,(I) (2013)
Schmigadoon!,Musical,(2021– )
Hercules,Musical,(1997)
Zoey's Extraordinary Playlist,Musical,(2020–2021)
The Sound of Music,Musical,(1965)
Les Misérables,Musical,(2012)
The Wizard of Oz,Musical,(1939)
Frozen II,Musical,(2019)
Tangled,Musical,(2010)
The Ballad of Buster Scruggs,Musical,(2018)
Paint Your Wagon,Musical,(1969)
The Rocky Horror Picture Show,Musical,(1975)
The Little Mermaid,Musical,(1989)
Encanto,Musical,(2021)
Trolls World Tour,Musical,(2020)
Rock of Ages,Musical,(2012)
Crazy Ex-Girlfriend,Musical,(2015–2019)
Annie,Musical,(1982)
Annie,Musical,(2014)
Mary Poppins Returns,Musical,(2018)
The Princess and the Frog,Musical,(2009)
Us Again,Musical,(2021)
Into the Woods,Musical,(2014)
Kissin' Cousins,Musical,(1964)
Fear Street,Mystery,(2021)
Manifest,Mystery,(2018–2021)
No Sudden Move,Mystery,(2021)
Mare of Easttown,Mystery,(2021)
The Blacklist,Mystery,(2013– )
The Mysterious Benedict Society,Mystery,(2021– )
Katla,Mystery,(2021– )
The Conjuring: The Devil Made Me Do It,Mystery,(2021)
Criminal Minds,Mystery,(2005–2020)
Stranger Things,Mystery,(2016– )
Люпен,Mystery,(2021– )
Supernatural,Mystery,(2005–2020)
False Positive,Mystery,(2021)
The Little Things,Mystery,(2021)
Law & Order: Special Victims Unit,Mystery,(1999– )
Dexter,Mystery,(2006–2021)
NCIS: Naval Criminal Investigative Service,Mystery,(2003– )
Midsommar,Mystery,(2019)
Shadow and Bone,Mystery,(2021– )
La casa de papel,Mystery,(2017–2021)
Lost,Mystery,(2004–2010)
Line of Duty,Mystery,(2012– )
Old,Mystery,(2021)
Haseen Dillruba,Mystery,(2021)
Evil,Mystery,(2019– )
The Witcher,Mystery,(2019– )
Doctor Who,Mystery,(2005– )
Zoo,Mystery,(2015–2017)
The Vampire Diaries,Mystery,(2009–2017)
Midsomer Murders,Mystery,(1997– )
Westworld,Mystery,(2016– )
House M.D.,Mystery,(2004–2012)
Bones,Mystery,(2005–2017)
Gone Baby Gone,Mystery,(2007)
Cruel Summer,Mystery,(2021– )
The 100,Mystery,(2014–2020)
Star Trek: The Next Generation,Mystery,(1987–1994)
The X Files,Mystery,(1993–2018)
True Detective,Mystery,(2014–2019)
The Expanse,Mystery,(2015– )
War of the Worlds,Mystery,(2019– )
The A List,Mystery,(2018– )
Spiral: From the Book of Saw,Mystery,(2021)
Ragnarok,Mystery,(2020– )
The Woman in the Window,Mystery,(2021)
Dark,Mystery,(2017–2020)
Legacies,Mystery,(2018– )
Lisey's Story,Mystery,(2021)
Sophie: A Murder in West Cork,Mystery,(2021)
Prison Break,Mystery,(2005–2017)
Sex/Life,Romance,(2021– )
In the Heights,Romance,(2021)
Good on Paper,Romance,(2021)
Friends,Romance,(1994–2004)
Grey's Anatomy,Romance,(2005– )
Vikings,Romance,(2013–2020)
Downton Abbey,Romance,(2010–2015)
Too Hot to Handle,Romance,(2020– )
iCarly,Romance,(2021– )
Modern Family,Romance,(2009–2020)
Superman and Lois,Romance,(2021– )
The Big Bang Theory,Romance,(2007–2019)
Sand Dollar Cove,Romance,(2021 TV Movie)
Outlander,Romance,(2014– )
365 dni,Romance,(2020)
Haseen Dillruba,Romance,(2021)
The Vampire Diaries,Romance,(2009–2017)
How I Met Your Mother,Romance,(2005–2014)
Bones,Romance,(2005–2017)
Happy Endings,Romance,(2011–2020)
One Tree Hill,Romance,(2003–2012)
Clifford the Big Red Dog,Romance,(2021)
Cinderella,Romance,(2021)
This Is Us,Romance,(2016–2022)
Smallville,Romance,(2001–2011)
Serebryanye konki,Romance,(2020)
A Discovery of Witches,Romance,(2018– )
Bridgerton,Romance,(2020– )
Young Royals,Romance,(2021– )
Virgin River,Romance,(2019– )
Love,Romance,(II) (2015)
Yesterday,Romance,(III) (2019)
Buffy the Vampire Slayer,Romance,(1997–2003)
Once Upon a Time,Romance,(2011–2018)
Younger,Romance,(2015–2021)
True Blood,Romance,(2008–2014)
The Girl Next Door,Romance,(2004)
Teen Wolf,Romance,(2011–2017)
ER,Romance,(1994–2009)
"Love, Victor",Romance,(2020– )
Riverdale,Romance,(2017– )
Gossip Girl,Romance,(2021– )
Two and a Half Men,Romance,(2003–2015)
Forrest Gump,Romance,(1994)
Titanic,Romance,(1997)
Лэдзі Баг і Супер-Кот,Romance,(2015– )
Outer Banks,Romance,(2020– )
You,Romance,(2018– )
Feel Good,Romance,(2020–2021)
Castle,Romance,(2009–2016)
Luca,Family,(2021)
Райя і апошні цмок,Family,(2021)
The Mysterious Benedict Society,Family,(2021– )
The Boss Baby: Family Business,Family,(2021)
Sing 2,Family,(2021)
Doctor Who,Family,(2005– )
Space Jam: A New Legacy,Family,(2021)
